Unnamed: 0,Tweets,ID,Length,Date,Source,Likes,Retweets,User,Sentiment,Hour,Month,Day,Month_f
47,"@Jarmindesai @reliancejio @JioCare Same here too, nobody cares to follow up on customer complaints in reliance #jio https://t.co/ZNrZw1W3NW",1150830968615235586,139,2019-07-15 18:14:18,Twitter for Android,0,0,iamabhilashck,0,18,7,15,JUL
48,@VodafoneIN why do you charge for caller tunes unlike @reliancejio,1150830935836901378,66,2019-07-15 18:14:11,Twitter for Android,0,0,Akki_2696,0,18,7,15,JUL
49,"Honorable @JioCare costumer  Service! Please, attention to my objection,in jankia Of Khordha Dist Odisha when the E… https://t.co/PhFtDeSaQK",1150830897198800896,140,2019-07-15 18:14:01,Twitter Web Client,0,0,I_Am_deepak1,0,18,7,15,JUL
50,"@reliancejio @JioCare Please improve your network coverage inside University Of Kashmir Main Campus Hazratbal, Srin… https://t.co/Sg5olxDeHc",1150830893814050816,140,2019-07-15 18:14:01,Twitter for iPhone,0,0,shujaat98,1,18,7,15,JUL
51,"@reliancejio 
In this era of 4G and high speed internet competition I am still using Jio4g but it is really not sat… https://t.co/Fe9pxIc0hM",1150830649739079689,140,2019-07-15 18:13:02,Twitter Web App,0,0,rajnishraazz,1,18,7,15,JUL
52,#jio giving very bad service last 8 months i m facing internet speed issues but they always saying ur area network… https://t.co/EkMF6AIMwH,1150830393261604864,139,2019-07-15 18:12:01,Twitter for Android,0,0,GuptaRahul413,-1,18,7,15,JUL
53,@airtelindia Its been more than 2 months using airtel and i can confidently say that @reliancejio is way better tha… https://t.co/S9rnIBNp10,1150829657832300544,140,2019-07-15 18:09:06,Twitter for Android,1,0,iamnikhilSH,1,18,7,15,JUL
54,@JioCare @RelJio4g @reliancejio @DoT_India @TRAI @rssharma3 @rsprasad @OfficeOfRSP @rsprasad @OfficeOfRSP… https://t.co/icngM8wLsO,1150829486222372865,130,2019-07-15 18:08:25,Twitter for Android,0,0,Kalpesh250687,0,18,7,15,JUL
55,"@JioCare @reliancejio @jio this is in regards to recharge, tried calling customer care, call disconnects all time #jio",1150829383042494470,118,2019-07-15 18:08:00,Twitter for Android,0,0,ChintanPan,0,18,7,15,JUL
56,"@JioCare @abpmajhatv @TelecomTalk
@TRAI @reliancejio
Still issue not resolved..
Amar mahal panchseel bldg chembur m… https://t.co/SAa2fWRfBi",1150828798134243328,140,2019-07-15 18:05:41,Twitter for Android,0,0,MadhuDevadiga,0,18,7,15,JUL
57,@reliancejio why no hello tunes of kabir Singh?,1150828480340217856,47,2019-07-15 18:04:25,Twitter for Android,0,0,harshal_doshi,0,18,7,15,JUL
58,"@JioCare @reliancejio @jio 
Hi mr.ambani
I m not ashok but your executive address me as ashok it's clear that you r… https://t.co/POddIfICZM",1150827268593217537,140,2019-07-15 17:59:36,Twitter for Android,0,0,krishna_pst,1,17,7,15,JUL
59,We live in a country where every network co. provides 1G speed of internet in the name of 4G. They know Indians are… https://t.co/JbYbbBZYWh,1150826466164146176,140,2019-07-15 17:56:25,Twitter for Android,0,0,ursTrulyTahseen,1,17,7,15,JUL
60,"RT @myavik: @JioCare @reliancejio Are you selling BOMB? What is this? BATTERY can be blast anytime. Jiofi JMR815 purchase date 13 OCT,18. T…",1150825968673538049,140,2019-07-15 17:54:26,Twitter for Android,0,1,myavik,0,17,7,15,JUL
61,@JioCare @avinashb123 @airtelindia @reliancejio cheating jio...I didn't get my security deposit of ₹4500 even after… https://t.co/lhmWcCgRaE,1150825642172116992,140,2019-07-15 17:53:09,Twitter for Android,0,0,veerasakthi11,0,17,7,15,JUL
62,@PMOIndia please don't forward my tweet to @DoT_India or @TRAI because both are useless authorities @JioCare… https://t.co/knjKocPt6L,1150825217289121799,133,2019-07-15 17:51:27,Twitter for Android,1,0,YlJoshi,-1,17,7,15,JUL
63,Dear @reliancejio &amp; @JioCare I'm not able to open or view anything with your high speed internet connectivity. Can… https://t.co/G4ddK304V6,1150825184544223232,143,2019-07-15 17:51:19,Twitter for Android,0,0,AbbigeriRamesh,-1,17,7,15,JUL
64,RT @harinder_hdb: @Airtel_Presence @transformersfbd @TRAI @BPTPDiscovery @anshulrajgarg @ETTelecom @VodafoneIN @reliancejio @jagograhakjago…,1150824437199118336,140,2019-07-15 17:48:21,Twitter for Android,0,2,Mrsmanju,0,17,7,15,JUL
65,@JioCare @reliancejio Could you guys check?? There has been no response to this yet??,1150823966010773504,85,2019-07-15 17:46:29,Twitter for Android,0,0,vikrammidha3,0,17,7,15,JUL
66,@JioCare @DoT_India The traditional reply what everyone else gets for their complaint @JioCare @reliancejio @DoT_India,1150823497226022912,118,2019-07-15 17:44:37,Twitter for Android,0,0,SayyadEjaz,-1,17,7,15,JUL
67,@nicksdmehta @Airtel_Presence @reliancejio @VodafoneIN Switch to Jio Fibre. Heard it's good.,1150823053082783745,92,2019-07-15 17:42:51,Twitter for Android,1,0,____Avinash____,1,17,7,15,JUL
68,@reliancejio @GSMA Worst dead jio network https://t.co/aeyhTOnPhP,1150823011064274945,65,2019-07-15 17:42:41,Twitter for Android,0,0,Sony42565824,-1,17,7,15,JUL
69,"@Nandukishun @reliancejio @VodafoneIN @Idea @VodafoneIN You guys are pethet, it's been almost a month and there is… https://t.co/Xj0V2jiQT4",1150822807359508480,139,2019-07-15 17:41:53,Twitter for Android,0,0,reza1501,0,17,7,15,JUL
70,@reliancejio crying from 2 yes for network improvisation at home... Jio has no ears for various complaints raised..… https://t.co/BHq7abTyN5,1150822548088557573,140,2019-07-15 17:40:51,Twitter for Android,0,0,arjunpatel87,-1,17,7,15,JUL
71,@hotstartweets @reliancejio @JioCare sector 14 hisar haryana wrost jio network cannot call anyone and internet does… https://t.co/TQntbH4YCJ,1150822297030156289,140,2019-07-15 17:39:51,Twitter for Android,0,0,Harshit79059357,0,17,7,15,JUL
72,@JioSaavn I want this song as my caller tune.  Please..! @JioCare @reliancejio @JioSaavnCare https://t.co/8A6zinqwMD,1150821301784682497,116,2019-07-15 17:35:54,Twitter for Android,0,0,pvn19,0,17,7,15,JUL
73,I ported into jio by thinking it has  good network but now i think it's an #WORST network connection not able to co… https://t.co/DRRw6IDqbv,1150821081709568001,140,2019-07-15 17:35:01,Twitter for Android,0,0,PrajitAmin2,-1,17,7,15,JUL
74,"Hey @JioCare @reliancejio we are facing loss of coverage, leave data aside we cannot place a call to any number and… https://t.co/al27wBhWFK",1150820276780687361,140,2019-07-15 17:31:49,Twitter for Android,0,0,puneethtp,0,17,7,15,JUL
75,"Hi @reliancejio, 
Now @AnimalPlanetIn launched #TamilAudio feed for Animal planet channel. 
Please add #TamilAudio… https://t.co/9Hm5k1RWZS",1150819791067725828,139,2019-07-15 17:29:54,Twitter for Android,0,0,Praveenkumar91,0,17,7,15,JUL
76,"@reliancejio @GSMA Dear sir my area no network please note my area Porahat 
Pin no-833105",1150819699761922049,89,2019-07-15 17:29:32,Twitter for Android,0,0,Prakash46827471,0,17,7,15,JUL
77,"Decided to change @reliancejio 
Really frustrated now ☹️☹️",1150819685073469440,58,2019-07-15 17:29:28,Twitter for Android,0,0,imJatinVK,-1,17,7,15,JUL
78,RT @Nat13Yarmola86t: Congratulations entire team #Super30 for Hurd work for beautifully romantic 😍 in love with @iHrithik and @mrunal0801 😍…,1150819494450741249,140,2019-07-15 17:28:43,Twitter Web App,0,7,ramk0071,1,17,7,15,JUL
79,Thank you @reliancejio https://t.co/ZXdmPgIbgM,1150819311889440768,46,2019-07-15 17:27:59,Twitter for Android,1,0,Rahulsinghrs143,0,17,7,15,JUL
80,@reliancejio @JioCare please look into this.... And resolve the issues it's getting worst day by day. 😌🙏 https://t.co/yuxvMnmfiX,1150817846349324289,128,2019-07-15 17:22:10,Twitter for Android,0,0,Dipesh8585,-1,17,7,15,JUL
81,@____Avinash____ @Airtel_Presence @reliancejio @VodafoneIN This is for them..... 😊😊😊 https://t.co/c8ErVNPO5C,1150817772139450368,108,2019-07-15 17:21:52,Twitter for Android,1,0,nicksdmehta,0,17,7,15,JUL
82,"What a bad service you are providing @reliancejio @JioCare 
I haven't experienced this much bad service in 2G on an… https://t.co/KULTX7cbJ4",1150817615943614464,140,2019-07-15 17:21:15,Twitter for Android,0,0,SarMaAnki,-1,17,7,15,JUL
83,@JioCare @reliancejio @TRAI Day 5. I have already provided my details in DM. No resolution till now. @reliancejio @TRAI,1150816664805490689,119,2019-07-15 17:17:28,Twitter for iPhone,0,0,GauravOberoi1,0,17,7,15,JUL
84,@reliancejio @JioCare U guyz r cheating us in the entire #Tripura. u take money for #4G data but can't even provide… https://t.co/TNc2jTtAMT,1150816640965066752,140,2019-07-15 17:17:23,Twitter for Android,0,0,sarkar_bhaskar,0,17,7,15,JUL
85,@reliancejio  Is This Really Yours 4G Speed in Gaurabadshahpur Jaunpur Up east Pincode 222133 https://t.co/cO0g5gPwvr,1150816160180387846,117,2019-07-15 17:15:28,Twitter for Android,0,0,Tansheetshanu,1,17,7,15,JUL
86,@JioCare @maninderguliani Don't use @reliancejio @JioCare,1150815969532493829,57,2019-07-15 17:14:42,Twitter for Android,0,0,subhashishdas90,0,17,7,15,JUL
87,Look at the 4G speed by @reliancejio that too in chandigarh sector 15. Rural areas m kya haal hoga. 5G ki bid 10-15… https://t.co/kjz3vYsWcF,1150815776422543364,140,2019-07-15 17:13:56,Twitter Web App,0,0,vishalmor,0,17,7,15,JUL
88,@reliancejio @GSMA No network in my area,1150815682663071746,40,2019-07-15 17:13:34,Twitter for Android,0,0,sahilchopra1,0,17,7,15,JUL
89,@reliancejio experienced worst network from last month data speed are less than 2g network and voice call ufff ...,1150815620688035842,114,2019-07-15 17:13:19,Twitter for Android,0,0,JahangirMizi,-1,17,7,15,JUL
90,"RT @kushalkanodia: 6 months back i paid 940 for 2 tv connection, enjoying all channels. Now paying over 1550 due to cheating policy of @Tat…",1150815253841625088,140,2019-07-15 17:11:52,Twitter for Android,0,1,nasir_khan234,1,17,7,15,JUL
91,"One of the bad 👎😈😈👎👎 service providers is #Jio
Help in our area #Teamjio 
@JioCare @reliancejio @RelianceMobile @IMGReliance 
#MukeshAmbani",1150815194249084928,139,2019-07-15 17:11:38,Twitter for Android,0,0,mkrakesh01,-1,17,7,15,JUL
92,@MRITYUNJAYANAND @Airtel_Presence @BSNLCorporate @VodafoneIN @idea_cares @JioCare @reliancejio U can google it sir,1150815182983061504,114,2019-07-15 17:11:35,Twitter for Android,0,0,singiabhishek,0,17,7,15,JUL
93,"@reliancejio @JioCare bloody worst service's,even network also not coming properly.

#Simply_waste_of_money… https://t.co/kr8S4hAOCK",1150814476192452608,132,2019-07-15 17:08:46,Twitter Web App,0,0,Meenamadhu_MSR,-1,17,7,15,JUL
94,"@JioCare @reliancejio
Please do better. This is the only reply i am getting from you, even after i have shared my p… https://t.co/HuAu68uELZ",1150814399742873600,140,2019-07-15 17:08:28,Twitter for Android,0,0,meenalghiya,1,17,7,15,JUL
95,Do am paying u for this shit @reliancejio if can't allow me to use my own data stop giving extra data DM u dozen ti… https://t.co/pbVBHsDcnH,1150814122881085440,140,2019-07-15 17:07:22,Twitter for Android,0,0,iamtarunjr,1,17,7,15,JUL
96,@reliancejio @GSMA Every tym i get same revert good network in your area,1150814006489149440,72,2019-07-15 17:06:54,Twitter for Android,0,0,sahilchopra1,1,17,7,15,JUL
97,@reliancejio @GSMA Vry bad jio network going in ludhiana many tym i was sent e mail in jio care but there is no solution,1150813767711653888,120,2019-07-15 17:05:57,Twitter for Android,0,0,sahilchopra1,-1,17,7,15,JUL
98,"@reliancejio 
From many days,there is very pathetic experience for calling from Jio to any other sevice provider. P… https://t.co/V11rj9bZnw",1150813647259615241,140,2019-07-15 17:05:29,Twitter for Android,0,0,GouravM95586567,-1,17,7,15,JUL
99,@reliancejio @JioCare I'm irritated because of the network issues in my area. The internet speed is always down.. W… https://t.co/qLtIGreRCa,1150812375152332800,140,2019-07-15 17:00:25,Twitter Web App,0,0,Pritish_s_,-1,17,7,15,JUL
0,"@reliancejio , worst network service for the last 1 week . Why is this happening?? Should we migrate to different operator.",1150859103440269312,123,2019-07-15 20:06:06,Twitter Web App,0,0,saraf910,-1,20,7,15,JUL
0,".@reliancejio do some thing for your bad network!!

@JioCare it’s really unexpectable to pay for what we are not ge… https://t.co/KZufxbgHbw",1151097107710918656,140,2019-07-16 11:51:51,Twitter for iPhone,0,0,ArpanAgnihotry,-1,11,7,16,JUL
1,"@JioCare @reliancejio Facing Network problem in this location please solved ASAP,your customer care says that go  a… https://t.co/srrCEFAAGw",1151096255617163265,140,2019-07-16 11:48:28,Twitter for Android,0,0,alok1088,0,11,7,16,JUL
2,@reliancejio I want my money bqck you guys have worst network connection in my locality ie NCR. Give my money back cheater Ambani,1151094976878505984,129,2019-07-16 11:43:23,Twitter for Android,0,0,kumarkartik357,-1,11,7,16,JUL
3,"@JioCare @reliancejio @JioChat @JioCinema @JioSaavn @JioNews 
Since 10 days is happen the net is not working. And N… https://t.co/LzOqlsrUQr",1151094572560240640,140,2019-07-16 11:41:47,Twitter Web App,0,0,AshishJ99570092,0,11,7,16,JUL
4,@JioCare  @reliancejio  Too slow internet speed https://t.co/pwP2J5CGkc,1151094238945267712,71,2019-07-16 11:40:27,Twitter for Android,0,0,sssengar362,-1,11,7,16,JUL
5,@UN @realDonaldTrump @HamdanMohammed @HillaryClinton @HHShkMohd @RNTata2000 @alwaleed_philan @Alwaleed_Talal… https://t.co/W5JAnVfPDu,1151094216564576256,133,2019-07-16 11:40:22,Twitter for Android,0,0,iam_mukulsinha,0,11,7,16,JUL
6,@Bombay_valah @VodafoneIN Bhai kuch nai hoga. Aaj ka thodi hai.. you know when you call a @reliancejio number from… https://t.co/u1o1ML3nuk,1151093386197315585,139,2019-07-16 11:37:04,Twitter for Android,0,0,niravshah01,0,11,7,16,JUL
7,"@JioCare @reliancejio 3rd Class network, speed like 2G , Very disappointed😟 https://t.co/fXIIPSudNB",1151093351111786496,99,2019-07-16 11:36:55,Twitter for Android,0,0,sssengar362,-1,11,7,16,JUL
8,"Dialling to a specific @airtelindia Number from @reliancejio always ends up as dialled number is busy.
Tried N numb… https://t.co/d4wm1hcZq6",1151093288134254592,140,2019-07-16 11:36:40,Twitter Web App,0,0,kuldeepGiya,-1,11,7,16,JUL
9,"@JioCare Kajal i dont want anymore of this poisonous relationship with @VodafoneIN.. if she won't change, I'll instead marry @reliancejio",1151092850693681152,137,2019-07-16 11:34:56,Twitter for Android,0,0,hndustanihumor,0,11,7,16,JUL
10,@sairadhavihari @reliancejio Speed of the best network @JioCare https://t.co/gzbmSzOVvS,1151092837515087875,87,2019-07-16 11:34:53,Twitter for Android,0,0,kumarb85,1,11,7,16,JUL
11,"@sairadhavihari @reliancejio Change to a better network available in your area.
Anyways Jio's life looks limited as… https://t.co/QzwYKFRtkE",1151092567506935808,140,2019-07-16 11:33:49,Twitter for Android,0,0,deb_sre,1,11,7,16,JUL
12,After bloody two months of me running after @reliancejio @JioCare  finally I received an SMS yesterday night that t… https://t.co/UPrHm1C0Tl,1151092549345411072,140,2019-07-16 11:33:44,Twitter for Android,0,0,anurag_vox,-1,11,7,16,JUL
13,@JioCare @reliancejio My calls are drops frequently. Disgusting while on call. Prior to this there was network issu… https://t.co/sOHDj0xF4n,1151092389785657345,140,2019-07-16 11:33:06,Twitter for Android,0,0,muzammil154,-1,11,7,16,JUL
14,@UN @realDonaldTrump @HamdanMohammed @HillaryClinton @HHShkMohd @RNTata2000 @alwaleed_philan @Alwaleed_Talal… https://t.co/yb5HikPWmh,1151092197028012034,133,2019-07-16 11:32:20,Twitter for Android,0,0,iam_mukulsinha,0,11,7,16,JUL
15,"@JioCare @reliancejio Dear Team,  from last few days I am facing worst network experience on my JIO number at my wo… https://t.co/zMdV57Wix2",1151091309077131264,140,2019-07-16 11:28:48,Twitter for Android,0,0,coolankit23,-1,11,7,16,JUL
16,Get a call From   03341820300 &amp; they call me for @reliancejio tower Installation purpose ... They ask for 15 Lakhs… https://t.co/Yz8EtbBg30,1151090016753336320,143,2019-07-16 11:23:40,Twitter for Android,0,0,tomcruisejit,0,11,7,16,JUL
17,@JioSaavn please available this song jiotune @JioSaavn @JioCare  @reliancejio @MumbaiFilmFest @jiotune  my jio nu.… https://t.co/cb4XV9fvoE,1151087897447002112,139,2019-07-16 11:15:15,Twitter Web App,0,0,Rajkewa02461776,1,11,7,16,JUL
18,"@reliancejio @JioCare  Please check your network in my area. Internet is very slow. 

Address  : Vasant nagar township, Ognaj , Ahmedabad",1151086910934257664,137,2019-07-16 11:11:20,Twitter Web Client,0,0,dhavalmodi007,-1,11,7,16,JUL
19,RT @DipAnshu_N: Many of the good songs Are Not Available To Set JioTune on jio savaan app 😕 such a  worst app to use @JioSaavn @JioSaavnCar…,1151086148942360577,140,2019-07-16 11:08:18,Twitter Web App,0,1,DipAnshu_N,0,11,7,16,JUL
20,"Jio network stolen my 1.1 GB Data on 16 jul 2019 in early morning 6 am.

But I am not use this data

I am very disa… https://t.co/gO7IlsiH6A",1151085978238324736,140,2019-07-16 11:07:38,Twitter for Android,0,0,anilchakrawal,1,11,7,16,JUL
21,"@Shivamsri2001 @akshat414 @reliancejio @airtelindia Thanks brother for ur kind support.
The need of the hour is to… https://t.co/UXjNwyu4DL",1151085790690078720,139,2019-07-16 11:06:53,Twitter for Android,0,0,Indian46516018,1,11,7,16,JUL
22,Still no reply till yet @JioCare @reliancejio,1151084992325271552,45,2019-07-16 11:03:42,Twitter for Android,0,0,vinaygauchwal,0,11,7,16,JUL
23,@JioCare @reliancejio any update? https://t.co/Zf2Micxpfo,1151084969558564864,57,2019-07-16 11:03:37,Twitter for Android,0,0,sumishmulki,0,11,7,16,JUL
24,Many of the good songs Are Not Available To Set JioTune on jio savaan app 😕 such a  worst app to use @JioSaavn… https://t.co/wmHtOFxAuJ,1151084875719434245,135,2019-07-16 11:03:15,Twitter Web App,1,1,DipAnshu_N,0,11,7,16,JUL
25,RT @Deep_singh_1989: @reliancejio @JioCare @PhonePeSupport @PhonePe_  By using phonepe App I have mistakenly recharge the amount Rs 399 on…,1151084354900299777,139,2019-07-16 11:01:10,Twitter for iPhone,0,1,Deep_singh_1989,0,11,7,16,JUL
